date,platform,campaign,ad_set,impressions,clicks,spend,conversions,ctr,cpc,audience,geo,device
2024-07-16,Google Ads,Lead Gen,Mobile,33136,53,1278.63,39,0.16,24.13,Lookalike,AU,Mobile
2024-07-16,Meta Ads,Lead Gen,Display,40714,2248,248.32,3,5.52,0.11,Lookalike,AU,Mobile
2024-07-16,Meta Ads,Conversion Boost,Desktop,21445,473,787.07,95,2.21,1.66,Lookalike,UK,Mobile
2024-07-16,Google Ads,Retargeting,Display,2203,1303,881.52,33,59.15,0.68,Custom,US,Mobile
2024-07-16,Meta Ads,Lead Gen,Video,31622,1360,567.66,85,4.3,0.42,Interest-Based,AU,Mobile
2024-07-16,Google Ads,Conversion Boost,Desktop,1546,983,1099.57,14,63.58,1.12,Lookalike,UK,Tablet
2024-07-16,Meta Ads,Retargeting,Mobile,7885,1005,255.18,99,12.75,0.25,Lookalike,AU,Desktop
2024-07-16,Google Ads,Conversion Boost,Video,15045,2081,1298.28,70,13.83,0.62,Custom,IN,Desktop
2024-07-16,Meta Ads,Retargeting,Desktop,12811,2036,345.78,43,15.89,0.17,Custom,AU,Mobile
2024-07-16,Google Ads,Conversion Boost,Display,36235,1351,1043.14,6,3.73,0.77,Lookalike,UK,Tablet
2024-07-16,Google Ads,Conversion Boost,Search,48366,1606,1196.21,41,3.32,0.74,Custom,US,Mobile
2024-07-16,Google Ads,Brand Awareness,Display,34926,630,1190.89,88,1.8,1.89,Custom,AU,Mobile
2024-07-16,Google Ads,Brand Awareness,Carousel,29680,2482,947.68,92,8.36,0.38,Lookalike,US,Mobile
2024-07-16,Meta Ads,Retargeting,Desktop,46290,1412,1021.5,81,3.05,0.72,Custom,CA,Desktop
2024-07-16,Google Ads,Brand Awareness,Desktop,34982,839,775.05,60,2.4,0.92,Interest-Based,US,Mobile
2024-07-16,Meta Ads,Lead Gen,Carousel,20645,2597,794.71,79,12.58,0.31,Custom,CA,Mobile
2024-07-16,Google Ads,Conversion Boost,Carousel,32526,1439,771.21,93,4.42,0.54,Interest-Based,US,Mobile
2024-07-16,Google Ads,Conversion Boost,Carousel,19957,550,1313.23,21,2.76,2.39,Broad,CA,Mobile
2024-07-16,Meta Ads,Lead Gen,Video,47673,379,1431.38,31,0.79,3.78,Interest-Based,US,Tablet
2024-07-16,Meta Ads,Retargeting,Search,15005,1107,914.77,73,7.38,0.83,Lookalike,UK,Tablet
2024-07-16,Meta Ads,Brand Awareness,Video,35765,352,234.84,75,0.98,0.67,Custom,AU,Desktop
2024-07-16,Google Ads,Brand Awareness,Carousel,47632,393,327.68,19,0.83,0.83,Broad,UK,Mobile
2024-07-16,Meta Ads,Retargeting,Video,18841,1691,954.04,49,8.98,0.56,Custom,UK,Desktop
2024-07-16,Meta Ads,Lead Gen,Video,9883,2484,634.88,0,25.13,0.26,Interest-Based,US,Mobile
2024-07-16,Google Ads,Brand Awareness,Video,35054,272,1107.19,55,0.78,4.07,Lookalike,AU,Mobile
2024-07-16,Google Ads,Brand Awareness,Search,48365,166,348.08,1,0.34,2.1,Lookalike,US,Desktop
2024-07-16,Google Ads,Brand Awareness,Mobile,41666,1533,1194.67,36,3.68,0.78,Custom,UK,Tablet
2024-07-16,Meta Ads,Conversion Boost,Display,15025,55,1398.66,17,0.37,25.43,Interest-Based,CA,Desktop
2024-07-16,Meta Ads,Brand Awareness,Search,4720,593,1360.7,48,12.56,2.29,Custom,US,Tablet
2024-07-16,Google Ads,Conversion Boost,Search,21620,926,286.68,37,4.28,0.31,Lookalike,IN,Mobile
2024-07-16,Meta Ads,Lead Gen,Carousel,19979,660,1485.27,96,3.3,2.25,Custom,US,Desktop
2024-07-16,Meta Ads,Lead Gen,Carousel,42127,1785,127.5,1,4.24,0.07,Custom,UK,Tablet
2024-07-16,Google Ads,Conversion Boost,Mobile,30183,2573,1059.27,88,8.52,0.41,Lookalike,UK,Mobile
2024-07-16,Google Ads,Lead Gen,Mobile,18497,143,1214.48,57,0.77,8.49,Custom,UK,Mobile
2024-07-16,Google Ads,Retargeting,Desktop,47392,114,235.13,12,0.24,2.06,Broad,UK,Mobile
2024-07-16,Google Ads,Brand Awareness,Search,43728,2758,1069.67,39,6.31,0.39,Custom,AU,Tablet
2024-07-16,Google Ads,Retargeting,Search,34370,2110,534.43,32,6.14,0.25,Lookalike,UK,Mobile
2024-07-16,Meta Ads,Conversion Boost,Search,41889,500,1024.71,94,1.19,2.05,Broad,UK,Tablet
2024-07-16,Google Ads,Conversion Boost,Display,1645,1404,1210.58,46,85.35,0.86,Interest-Based,UK,Tablet
2024-07-16,Google Ads,Lead Gen,Mobile,8404,1496,1315.46,5,17.8,0.88,Broad,CA,Tablet
2024-07-16,Meta Ads,Retargeting,Video,18041,1010,1346.32,10,5.6,1.33,Interest-Based,UK,Desktop
2024-07-16,Google Ads,Retargeting,Display,41169,2294,1209.16,34,5.57,0.53,Interest-Based,US,Tablet
2024-07-16,Google Ads,Lead Gen,Search,35017,411,605.82,11,1.17,1.47,Custom,AU,Desktop
2024-07-16,Google Ads,Lead Gen,Search,39833,1876,617.61,4,4.71,0.33,Broad,IN,Tablet
2024-07-16,Meta Ads,Lead Gen,Mobile,19794,165,1184.0,32,0.83,7.18,Custom,US,Tablet
2024-07-17,Google Ads,Lead Gen,Search,44189,664,277.87,99,1.5,0.42,Lookalike,AU,Tablet
2024-07-17,Meta Ads,Brand Awareness,Search,38144,1692,1295.29,52,4.44,0.77,Custom,IN,Desktop
2024-07-17,Google Ads,Conversion Boost,Desktop,39436,1460,1255.47,57,3.7,0.86,Broad,CA,Tablet
2024-07-17,Meta Ads,Lead Gen,Search,10449,2057,85.55,76,19.69,0.04,Interest-Based,IN,Desktop
2024-07-17,Meta Ads,Lead Gen,Search,40166,2410,636.36,93,6.0,0.26,Interest-Based,IN,Mobile
2024-07-17,Meta Ads,Retargeting,Desktop,15184,1895,701.57,17,12.48,0.37,Interest-Based,US,Tablet
2024-07-17,Meta Ads,Conversion Boost,Display,16614,217,293.05,93,1.31,1.35,Broad,AU,Desktop
2024-07-17,Google Ads,Conversion Boost,Search,39524,2679,864.79,52,6.78,0.32,Custom,UK,Mobile
2024-07-17,Google Ads,Brand Awareness,Display,27047,2220,659.85,51,8.21,0.3,Lookalike,US,Tablet
2024-07-17,Meta Ads,Retargeting,Carousel,37888,1551,1324.3,80,4.09,0.85,Custom,UK,Mobile
2024-07-17,Google Ads,Brand Awareness,Search,25442,93,257.62,41,0.37,2.77,Broad,AU,Tablet
2024-07-17,Google Ads,Lead Gen,Mobile,26577,1212,926.45,19,4.56,0.76,Interest-Based,UK,Tablet
2024-07-17,Meta Ads,Conversion Boost,Display,2151,2714,943.55,9,126.17,0.35,Custom,UK,Tablet
2024-07-17,Google Ads,Brand Awareness,Mobile,27284,1156,587.38,90,4.24,0.51,Broad,CA,Mobile
2024-07-17,Meta Ads,Retargeting,Desktop,9738,1672,1036.73,7,17.17,0.62,Interest-Based,UK,Mobile
2024-07-17,Google Ads,Retargeting,Mobile,11945,2186,332.79,44,18.3,0.15,Custom,IN,Tablet
2024-07-17,Meta Ads,Lead Gen,Carousel,17630,557,521.81,47,3.16,0.94,Broad,US,Mobile
2024-07-17,Meta Ads,Conversion Boost,Desktop,14553,1316,373.49,32,9.04,0.28,Broad,US,Mobile
2024-07-17,Google Ads,Brand Awareness,Display,18646,1365,1149.72,41,7.32,0.84,Interest-Based,IN,Mobile
2024-07-17,Meta Ads,Retargeting,Video,45447,533,519.91,98,1.17,0.98,Broad,IN,Desktop
2024-07-17,Meta Ads,Lead Gen,Video,23532,445,470.87,26,1.89,1.06,Custom,UK,Mobile
2024-07-17,Meta Ads,Lead Gen,Desktop,16522,2481,314.21,27,15.02,0.13,Broad,IN,Mobile
2024-07-17,Meta Ads,Lead Gen,Display,36168,2016,462.41,35,5.57,0.23,Interest-Based,US,Desktop
2024-07-17,Google Ads,Lead Gen,Carousel,33866,578,1161.47,35,1.71,2.01,Broad,US,Desktop
2024-07-17,Google Ads,Conversion Boost,Carousel,42246,2068,1138.55,30,4.9,0.55,Broad,IN,Desktop
2024-07-17,Google Ads,Brand Awareness,Search,35931,1725,529.92,26,4.8,0.31,Lookalike,US,Desktop
2024-07-17,Meta Ads,Retargeting,Desktop,27300,1695,163.79,24,6.21,0.1,Interest-Based,US,Tablet
2024-07-17,Meta Ads,Retargeting,Carousel,12869,409,1475.74,18,3.18,3.61,Broad,CA,Mobile
2024-07-17,Google Ads,Conversion Boost,Search,37931,192,615.63,14,0.51,3.21,Interest-Based,CA,Tablet
2024-07-17,Google Ads,Brand Awareness,Display,4574,658,280.38,80,14.39,0.43,Lookalike,US,Mobile
2024-07-17,Meta Ads,Conversion Boost,Carousel,17442,2092,925.39,56,11.99,0.44,Lookalike,CA,Desktop
2024-07-17,Google Ads,Brand Awareness,Search,5789,1881,1111.92,30,32.49,0.59,Lookalike,CA,Mobile
2024-07-17,Meta Ads,Retargeting,Mobile,42228,2889,1374.87,55,6.84,0.48,Broad,CA,Tablet
2024-07-17,Google Ads,Brand Awareness,Mobile,46357,819,1164.54,75,1.77,1.42,Broad,AU,Mobile
2024-07-17,Google Ads,Conversion Boost,Search,24323,907,1391.31,67,3.73,1.53,Lookalike,CA,Mobile
2024-07-17,Google Ads,Retargeting,Mobile,43628,1602,857.75,92,3.67,0.54,Interest-Based,IN,Tablet
2024-07-17,Google Ads,Brand Awareness,Desktop,20928,643,694.52,71,3.07,1.08,Interest-Based,US,Desktop
2024-07-17,Google Ads,Retargeting,Search,37519,992,962.78,73,2.64,0.97,Lookalike,CA,Desktop
2024-07-17,Meta Ads,Lead Gen,Search,46264,607,704.3,83,1.31,1.16,Custom,IN,Mobile
2024-07-17,Meta Ads,Brand Awareness,Search,40706,1637,612.98,19,4.02,0.37,Lookalike,UK,Desktop
2024-07-17,Meta Ads,Brand Awareness,Video,38860,2564,29.99,17,6.6,0.01,Broad,IN,Mobile
2024-07-17,Meta Ads,Retargeting,Video,44622,484,149.53,5,1.08,0.31,Custom,CA,Mobile
2024-07-17,Meta Ads,Brand Awareness,Display,45308,881,1043.92,21,1.94,1.18,Lookalike,IN,Desktop
2024-07-17,Meta Ads,Brand Awareness,Desktop,4781,2728,957.41,34,57.06,0.35,Custom,AU,Tablet
2024-07-17,Meta Ads,Retargeting,Carousel,38164,553,980.7,56,1.45,1.77,Broad,CA,Desktop
2024-07-17,Meta Ads,Lead Gen,Carousel,2103,2145,1046.47,22,102.0,0.49,Interest-Based,UK,Desktop
2024-07-17,Google Ads,Retargeting,Carousel,22685,2671,544.31,83,11.77,0.2,Interest-Based,UK,Desktop
2024-07-17,Google Ads,Brand Awareness,Search,18232,1552,700.86,28,8.51,0.45,Lookalike,UK,Tablet
2024-07-17,Meta Ads,Brand Awareness,Carousel,15767,2769,813.45,8,17.56,0.29,Lookalike,CA,Desktop
2024-07-17,Google Ads,Retargeting,Search,12897,863,34.59,44,6.69,0.04,Custom,US,Desktop
2024-07-18,Google Ads,Brand Awareness,Search,31412,202,390.03,80,0.64,1.93,Interest-Based,AU,Tablet
2024-07-18,Meta Ads,Brand Awareness,Carousel,44576,2251,811.39,5,5.05,0.36,Custom,UK,Desktop
2024-07-18,Meta Ads,Brand Awareness,Search,28231,620,400.13,59,2.2,0.65,Custom,IN,Mobile
2024-07-18,Meta Ads,Retargeting,Display,24562,1893,90.37,38,7.71,0.05,Lookalike,IN,Tablet
2024-07-18,Meta Ads,Brand Awareness,Desktop,8578,2579,658.35,19,30.07,0.26,Custom,US,Mobile
2024-07-18,Google Ads,Conversion Boost,Search,29717,118,1461.72,31,0.4,12.39,Lookalike,AU,Desktop
2024-07-18,Meta Ads,Brand Awareness,Carousel,29839,729,1477.72,28,2.44,2.03,Custom,CA,Desktop
2024-07-18,Google Ads,Conversion Boost,Carousel,24829,1018,1264.64,34,4.1,1.24,Broad,UK,Tablet
2024-07-18,Google Ads,Brand Awareness,Carousel,25602,1520,886.42,28,5.94,0.58,Custom,IN,Tablet
2024-07-18,Meta Ads,Retargeting,Carousel,38924,715,254.32,9,1.84,0.36,Lookalike,CA,Desktop
2024-07-18,Google Ads,Brand Awareness,Carousel,27515,1442,32.03,9,5.24,0.02,Broad,UK,Desktop
2024-07-18,Google Ads,Lead Gen,Search,34309,1660,261.31,22,4.84,0.16,Broad,UK,Mobile
2024-07-18,Google Ads,Retargeting,Display,35343,50,1496.26,40,0.14,29.93,Interest-Based,US,Tablet
2024-07-18,Meta Ads,Conversion Boost,Display,11563,1346,471.95,10,11.64,0.35,Lookalike,IN,Desktop
2024-07-18,Meta Ads,Retargeting,Carousel,26899,2692,1250.65,78,10.01,0.46,Broad,US,Mobile
2024-07-18,Google Ads,Conversion Boost,Video,49558,1772,215.05,55,3.58,0.12,Custom,IN,Mobile
2024-07-18,Meta Ads,Brand Awareness,Mobile,36457,51,1314.82,22,0.14,25.78,Custom,CA,Tablet
2024-07-18,Google Ads,Conversion Boost,Mobile,16441,2767,995.08,66,16.83,0.36,Custom,UK,Desktop
2024-07-18,Meta Ads,Brand Awareness,Search,27768,2071,315.55,32,7.46,0.15,Custom,US,Tablet
2024-07-18,Meta Ads,Conversion Boost,Mobile,2249,2910,1163.32,58,129.39,0.4,Lookalike,IN,Mobile
2024-07-18,Meta Ads,Lead Gen,Mobile,17903,929,775.84,14,5.19,0.84,Custom,CA,Desktop
2024-07-18,Meta Ads,Lead Gen,Carousel,7782,1744,1187.06,41,22.41,0.68,Custom,IN,Tablet
2024-07-18,Meta Ads,Brand Awareness,Search,20817,846,942.67,52,4.06,1.11,Lookalike,IN,Tablet
2024-07-18,Google Ads,Retargeting,Desktop,38900,1005,1436.5,83,2.58,1.43,Broad,IN,Tablet
2024-07-18,Google Ads,Conversion Boost,Display,44934,2133,459.66,96,4.75,0.22,Custom,IN,Tablet
2024-07-18,Google Ads,Lead Gen,Video,3652,1164,431.99,88,31.87,0.37,Lookalike,US,Tablet
2024-07-18,Meta Ads,Lead Gen,Desktop,11359,182,1129.67,39,1.6,6.21,Interest-Based,CA,Tablet
2024-07-18,Meta Ads,Retargeting,Mobile,2996,681,375.64,80,22.73,0.55,Lookalike,IN,Mobile
2024-07-18,Meta Ads,Retargeting,Display,18374,231,843.9,8,1.26,3.65,Lookalike,AU,Desktop
2024-07-18,Google Ads,Conversion Boost,Search,15602,1814,44.41,92,11.63,0.02,Custom,CA,Mobile
2024-07-18,Google Ads,Retargeting,Video,1470,2430,782.46,75,165.31,0.32,Broad,US,Tablet
2024-07-18,Meta Ads,Conversion Boost,Display,13204,2947,926.8,66,22.32,0.31,Custom,CA,Mobile
2024-07-18,Meta Ads,Brand Awareness,Video,39371,1282,1196.86,59,3.26,0.93,Interest-Based,UK,Mobile
2024-07-18,Google Ads,Lead Gen,Mobile,32510,2926,1212.96,68,9.0,0.41,Custom,UK,Tablet
2024-07-18,Meta Ads,Brand Awareness,Display,1413,250,1205.78,25,17.69,4.82,Interest-Based,CA,Desktop
2024-07-18,Meta Ads,Lead Gen,Carousel,1379,979,271.43,1,70.99,0.28,Broad,US,Tablet
2024-07-18,Meta Ads,Lead Gen,Search,18199,2679,619.95,23,14.72,0.23,Broad,US,Mobile
2024-07-18,Meta Ads,Conversion Boost,Video,18228,394,434.57,33,2.16,1.1,Broad,CA,Tablet
2024-07-18,Google Ads,Retargeting,Display,35454,1540,1440.35,45,4.34,0.94,Custom,CA,Tablet
2024-07-18,Meta Ads,Lead Gen,Search,5925,2497,491.98,64,42.14,0.2,Lookalike,AU,Tablet
2024-07-18,Meta Ads,Lead Gen,Carousel,30497,742,796.88,12,2.43,1.07,Custom,IN,Tablet
2024-07-18,Meta Ads,Conversion Boost,Mobile,45450,1606,1055.3,28,3.53,0.66,Lookalike,AU,Mobile
2024-07-18,Meta Ads,Conversion Boost,Mobile,24789,1914,863.91,66,7.72,0.45,Custom,CA,Tablet
2024-07-18,Google Ads,Conversion Boost,Video,21850,924,394.56,36,4.23,0.43,Interest-Based,CA,Desktop
2024-07-18,Google Ads,Retargeting,Mobile,42337,2063,218.59,91,4.87,0.11,Lookalike,IN,Tablet
2024-07-18,Google Ads,Retargeting,Display,35486,509,1467.3,59,1.43,2.88,Custom,AU,Tablet
2024-07-18,Meta Ads,Lead Gen,Desktop,35803,422,1230.54,3,1.18,2.92,Interest-Based,UK,Tablet
2024-07-18,Meta Ads,Brand Awareness,Display,40522,2678,1497.53,16,6.61,0.56,Broad,UK,Desktop
2024-07-18,Google Ads,Brand Awareness,Video,25222,2877,1136.01,10,11.41,0.39,Interest-Based,AU,Desktop
2024-07-18,Google Ads,Retargeting,Carousel,14229,1017,703.38,26,7.15,0.69,Lookalike,CA,Mobile
2024-07-19,Google Ads,Brand Awareness,Carousel,42142,154,252.52,29,0.37,1.64,Custom,AU,Desktop
2024-07-19,Google Ads,Retargeting,Mobile,10233,920,312.34,62,8.99,0.34,Lookalike,UK,Mobile
2024-07-19,Meta Ads,Conversion Boost,Search,42614,1379,272.86,86,3.24,0.2,Broad,CA,Mobile
2024-07-19,Google Ads,Brand Awareness,Display,48651,1802,1100.22,23,3.7,0.61,Broad,CA,Tablet
2024-07-19,Google Ads,Retargeting,Carousel,16203,1774,176.52,47,10.95,0.1,Custom,UK,Mobile
2024-07-19,Meta Ads,Lead Gen,Video,26378,397,655.29,30,1.51,1.65,Interest-Based,CA,Tablet
2024-07-19,Meta Ads,Brand Awareness,Display,22091,2322,1421.0,65,10.51,0.61,Broad,IN,Desktop
2024-07-19,Meta Ads,Conversion Boost,Video,9550,2352,861.04,15,24.63,0.37,Custom,CA,Tablet
2024-07-19,Google Ads,Brand Awareness,Desktop,22058,496,1422.7,57,2.25,2.87,Interest-Based,UK,Tablet
2024-07-19,Meta Ads,Conversion Boost,Video,28799,1656,1410.36,82,5.75,0.85,Interest-Based,CA,Tablet
2024-07-19,Google Ads,Retargeting,Desktop,35982,1892,1211.61,7,5.26,0.64,Custom,UK,Mobile
2024-07-19,Meta Ads,Retargeting,Desktop,14912,2887,749.43,45,19.36,0.26,Lookalike,UK,Tablet
2024-07-19,Google Ads,Lead Gen,Mobile,29497,522,1487.37,78,1.77,2.85,Lookalike,US,Mobile
2024-07-19,Meta Ads,Brand Awareness,Carousel,15278,2813,1422.0,0,18.41,0.51,Interest-Based,UK,Desktop
2024-07-19,Meta Ads,Brand Awareness,Mobile,21279,2260,364.12,43,10.62,0.16,Interest-Based,UK,Tablet
2024-07-19,Meta Ads,Retargeting,Desktop,25569,1157,469.86,44,4.53,0.41,Custom,IN,Tablet
2024-07-19,Meta Ads,Retargeting,Search,30218,598,73.75,54,1.98,0.12,Interest-Based,IN,Tablet
2024-07-19,Google Ads,Retargeting,Video,12937,70,1451.32,17,0.54,20.73,Interest-Based,UK,Tablet
2024-07-19,Google Ads,Lead Gen,Display,22335,1620,1464.1,15,7.25,0.9,Broad,IN,Desktop
2024-07-19,Google Ads,Brand Awareness,Search,17956,415,427.94,20,2.31,1.03,Custom,CA,Desktop
2024-07-19,Meta Ads,Retargeting,Desktop,1983,1099,1445.76,17,55.42,1.32,Custom,AU,Mobile
2024-07-19,Google Ads,Lead Gen,Carousel,20880,285,260.88,80,1.36,0.92,Custom,IN,Mobile
2024-07-19,Google Ads,Lead Gen,Mobile,4313,1139,587.82,16,26.41,0.52,Broad,US,Tablet
2024-07-19,Meta Ads,Lead Gen,Carousel,5677,1305,1279.49,85,22.99,0.98,Broad,AU,Mobile
2024-07-19,Meta Ads,Retargeting,Display,15948,315,1382.78,69,1.98,4.39,Interest-Based,US,Tablet
2024-07-19,Google Ads,Conversion Boost,Video,6091,947,538.53,24,15.55,0.57,Interest-Based,CA,Mobile
2024-07-19,Meta Ads,Brand Awareness,Display,47931,780,520.3,73,1.63,0.67,Interest-Based,CA,Tablet
2024-07-19,Google Ads,Conversion Boost,Desktop,45517,194,377.2,13,0.43,1.94,Lookalike,US,Desktop
2024-07-19,Meta Ads,Conversion Boost,Desktop,9816,2844,1223.31,71,28.97,0.43,Lookalike,IN,Mobile
2024-07-19,Google Ads,Lead Gen,Display,29551,1870,1018.59,53,6.33,0.54,Custom,AU,Mobile
2024-07-19,Meta Ads,Lead Gen,Mobile,8368,1849,1349.34,68,22.1,0.73,Interest-Based,CA,Desktop
2024-07-19,Meta Ads,Conversion Boost,Mobile,33616,2801,153.05,40,8.33,0.05,Custom,AU,Desktop
2024-07-19,Google Ads,Brand Awareness,Mobile,38369,264,101.84,86,0.69,0.39,Interest-Based,IN,Tablet
2024-07-19,Google Ads,Lead Gen,Display,32930,435,787.34,27,1.32,1.81,Lookalike,AU,Mobile
2024-07-19,Google Ads,Brand Awareness,Display,22755,250,1418.71,51,1.1,5.67,Interest-Based,US,Tablet
2024-07-19,Google Ads,Retargeting,Display,31189,2269,1296.32,19,7.28,0.57,Lookalike,AU,Desktop
2024-07-19,Google Ads,Conversion Boost,Desktop,39076,986,310.3,24,2.52,0.31,Interest-Based,IN,Mobile
2024-07-19,Meta Ads,Conversion Boost,Search,31666,2362,329.03,12,7.46,0.14,Custom,CA,Desktop
2024-07-19,Meta Ads,Brand Awareness,Display,4212,1725,1099.88,26,40.95,0.64,Custom,UK,Desktop
2024-07-19,Google Ads,Conversion Boost,Search,26307,113,1331.22,11,0.43,11.78,Broad,CA,Desktop
2024-07-19,Meta Ads,Lead Gen,Search,39467,325,87.44,92,0.82,0.27,Custom,UK,Desktop
2024-07-19,Meta Ads,Conversion Boost,Mobile,11352,2166,819.67,98,19.08,0.38,Broad,CA,Desktop
2024-07-19,Meta Ads,Retargeting,Carousel,4894,2967,1191.67,88,60.63,0.4,Broad,UK,Mobile
2024-07-19,Meta Ads,Lead Gen,Search,38215,2725,268.05,61,7.13,0.1,Broad,US,Desktop
2024-07-19,Meta Ads,Conversion Boost,Video,24105,131,126.29,84,0.54,0.96,Broad,US,Desktop
2024-07-19,Meta Ads,Conversion Boost,Desktop,44969,2423,379.57,49,5.39,0.16,Lookalike,IN,Desktop
2024-07-19,Meta Ads,Lead Gen,Search,39942,527,48.4,54,1.32,0.09,Broad,UK,Tablet
2024-07-19,Meta Ads,Retargeting,Video,33750,1358,327.83,83,4.02,0.24,Lookalike,IN,Tablet
2024-07-19,Google Ads,Retargeting,Display,20339,1107,481.84,59,5.44,0.44,Interest-Based,IN,Mobile
2024-07-19,Google Ads,Lead Gen,Desktop,49845,2155,704.88,58,4.32,0.33,Custom,IN,Desktop
2024-07-20,Google Ads,Brand Awareness,Mobile,13358,175,821.71,31,1.31,4.7,Broad,CA,Tablet
2024-07-20,Google Ads,Lead Gen,Search,13524,1576,691.17,69,11.65,0.44,Lookalike,IN,Mobile
2024-07-20,Meta Ads,Conversion Boost,Mobile,17417,993,795.37,5,5.7,0.8,Broad,CA,Tablet
2024-07-20,Meta Ads,Brand Awareness,Desktop,8232,1465,87.74,25,17.8,0.06,Lookalike,AU,Desktop
2024-07-20,Meta Ads,Retargeting,Carousel,38013,2206,753.86,16,5.8,0.34,Lookalike,US,Desktop
2024-07-20,Meta Ads,Lead Gen,Search,11732,1401,284.8,64,11.94,0.2,Interest-Based,AU,Tablet
2024-07-20,Google Ads,Lead Gen,Video,49052,157,1406.74,21,0.32,8.96,Interest-Based,AU,Tablet
2024-07-20,Google Ads,Retargeting,Desktop,5970,2122,117.24,28,35.54,0.06,Custom,IN,Tablet
2024-07-20,Google Ads,Conversion Boost,Video,20777,575,352.94,24,2.77,0.61,Custom,UK,Mobile
2024-07-20,Google Ads,Brand Awareness,Mobile,18518,585,760.98,78,3.16,1.3,Lookalike,UK,Tablet
2024-07-20,Meta Ads,Retargeting,Display,19220,1915,1102.94,41,9.96,0.58,Interest-Based,UK,Mobile
2024-07-20,Meta Ads,Conversion Boost,Carousel,12709,215,1207.48,32,1.69,5.62,Lookalike,UK,Tablet
2024-07-20,Meta Ads,Brand Awareness,Search,35710,2343,109.99,64,6.56,0.05,Interest-Based,AU,Desktop
2024-07-20,Meta Ads,Conversion Boost,Desktop,48847,2464,1471.66,45,5.04,0.6,Custom,AU,Mobile
2024-07-20,Google Ads,Lead Gen,Mobile,18269,659,1274.56,95,3.61,1.93,Broad,CA,Mobile
2024-07-20,Google Ads,Retargeting,Search,43642,2307,943.18,71,5.29,0.41,Interest-Based,US,Desktop
2024-07-20,Meta Ads,Retargeting,Search,39512,1300,1139.45,99,3.29,0.88,Broad,UK,Desktop
2024-07-20,Google Ads,Brand Awareness,Desktop,40835,1813,59.85,53,4.44,0.03,Interest-Based,IN,Desktop
2024-07-20,Google Ads,Lead Gen,Mobile,23251,1061,1037.08,49,4.56,0.98,Lookalike,AU,Mobile
2024-07-20,Meta Ads,Brand Awareness,Desktop,26848,2870,1377.55,76,10.69,0.48,Custom,US,Tablet
2024-07-20,Meta Ads,Brand Awareness,Display,47414,501,1272.07,30,1.06,2.54,Custom,CA,Mobile
2024-07-20,Meta Ads,Retargeting,Carousel,14981,2680,574.19,72,17.89,0.21,Interest-Based,UK,Tablet
2024-07-20,Meta Ads,Lead Gen,Search,34052,2308,1068.38,35,6.78,0.46,Broad,AU,Mobile
2024-07-20,Meta Ads,Conversion Boost,Search,32156,490,66.19,29,1.52,0.14,Lookalike,US,Mobile
2024-07-20,Meta Ads,Lead Gen,Mobile,3916,65,872.49,46,1.66,13.42,Lookalike,US,Mobile
2024-07-20,Meta Ads,Conversion Boost,Mobile,46468,716,1278.92,62,1.54,1.79,Lookalike,US,Mobile
2024-07-20,Google Ads,Brand Awareness,Display,27129,886,163.42,23,3.27,0.18,Lookalike,AU,Desktop
2024-07-20,Google Ads,Lead Gen,Mobile,31726,189,1369.41,59,0.6,7.25,Lookalike,US,Mobile
2024-07-20,Google Ads,Retargeting,Display,34121,1258,978.68,49,3.69,0.78,Interest-Based,AU,Mobile
2024-07-20,Meta Ads,Brand Awareness,Display,47606,2298,1397.96,61,4.83,0.61,Broad,US,Desktop
2024-07-20,Meta Ads,Lead Gen,Carousel,47806,1053,83.98,91,2.2,0.08,Custom,US,Desktop
2024-07-20,Google Ads,Brand Awareness,Carousel,22598,2160,529.31,57,9.56,0.25,Custom,AU,Desktop
2024-07-20,Meta Ads,Retargeting,Video,38382,2331,1178.32,52,6.07,0.51,Custom,US,Mobile
2024-07-20,Google Ads,Brand Awareness,Display,25725,2456,1283.68,89,9.55,0.52,Interest-Based,US,Tablet
2024-07-20,Meta Ads,Lead Gen,Video,49117,1403,869.69,14,2.86,0.62,Interest-Based,IN,Mobile
2024-07-20,Meta Ads,Conversion Boost,Carousel,14757,1993,197.35,67,13.51,0.1,Custom,UK,Desktop
2024-07-20,Meta Ads,Retargeting,Carousel,46820,579,1469.0,74,1.24,2.54,Interest-Based,UK,Desktop
2024-07-20,Google Ads,Retargeting,Search,24500,1335,1229.74,20,5.45,0.92,Lookalike,CA,Mobile
2024-07-20,Meta Ads,Lead Gen,Carousel,38102,1680,124.15,16,4.41,0.07,Interest-Based,IN,Desktop
2024-07-20,Google Ads,Conversion Boost,Mobile,13419,1289,345.61,11,9.61,0.27,Custom,IN,Tablet
2024-07-20,Meta Ads,Lead Gen,Search,13989,2768,810.43,43,19.79,0.29,Interest-Based,IN,Tablet
2024-07-20,Meta Ads,Lead Gen,Desktop,39163,2615,309.52,58,6.68,0.12,Custom,CA,Tablet
2024-07-20,Meta Ads,Retargeting,Carousel,39797,1792,370.13,24,4.5,0.21,Custom,AU,Desktop
2024-07-20,Meta Ads,Retargeting,Display,21586,1215,618.76,30,5.63,0.51,Broad,CA,Mobile
2024-07-20,Meta Ads,Brand Awareness,Carousel,8532,2508,1277.81,51,29.4,0.51,Custom,IN,Mobile
2024-07-20,Meta Ads,Conversion Boost,Desktop,17163,2817,1193.73,76,16.41,0.42,Interest-Based,US,Tablet
